# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
cacheStateStorage.get.duration,1780211051742000000,1780211067650000000,7
cacheStateStorage.set.duration,1780211051742000000,1780211067650000000,8
cacheStateStorage.get.counter,1780211051742000000,1780211067650000000,10
cacheStateStorage.set.counter,1780211051742000000,1780211067650000000,8
lexer.VTL.time.ns,1780211051742000000,1780211067650000000,553750
DiskQueryRelay.taskWaitingTotalTimeUs,1780211051742000000,1780211067650000000,16324
lexer.VTL.size.bytes,1780211051742000000,1780211067650000000,134
DiskQueryRelay.tasksExecuted,1780211051742000000,1780211067650000000,116
parser.HTML.time.ns,1780211051742000000,1780211067650000000,1079124
DiskQueryRelay.tasksRequested,1780211051742000000,1780211067650000000,116
lexer.HTML.time.ns,1780211051742000000,1780211067650000000,98541
writeAction.count,1780211051742000000,1780211067650000000,14
parser.VTL.time.ns,1780211051742000000,1780211067650000000,2222834
writeAction.max.wait.ms,1780211051742000000,1780211067650000000,28
writeAction.wait.ms,1780211051742000000,1780211067650000000,31
lexer.HTML.size.bytes,1780211051742000000,1780211067650000000,1
writeAction.median.wait.ms,1780211051742000000,1780211067650000000,0
parser.VTL.size.bytes,1780211051742000000,1780211067650000000,134
DiskQueryRelay.taskExecutionTotalTimeUs,1780211051742000000,1780211067650000000,4993
parser.HTML.size.bytes,1780211051742000000,1780211067650000000,1
AWTEventQueue.dispatchTimeTotalNS,1780211051742000000,1780211067650000000,1875128012
NonBlockingReadAction.finalizedExecutionTimeUs,1780211051742000000,1780211067650000000,182324
NonBlockingReadAction.finalizedExecutionsCount,1780211051742000000,1780211067650000000,13
NonBlockingReadAction.failedExecutionsCount,1780211051742000000,1780211067650000000,0
NonBlockingReadAction.failedExecutionTimeUs,1780211051742000000,1780211067650000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1780211051742000000,1780211067650000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1780211051742000000,1780211067650000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1780211051742000000,1780211067650000000,0
workspaceModel.mutableEntityStorage.entities.ms,1780211051742000000,1780211067650000000,0
workspaceModel.sync.entities.ms,1780211051742000000,1780211067650000000,0
jps.global.handle.changed.events.ms,1780211051742000000,1780211067650000000,0
workspaceModel.global.updates.count,1780211051742000000,1780211067650000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1780211051742000000,1780211067650000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1780211051742000000,1780211067650000000,2
jps.global.get.library.by.name.ms,1780211051742000000,1780211067650000000,0
jps.global.get.libraries.ms,1780211051742000000,1780211067650000000,85
workspaceModel.mutableEntityStorage.resolve.ms,1780211051742000000,1780211067650000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1780211051742000000,1780211067650000000,0
jps.library.entities.serializer.load.entities.ms,1780211051742000000,1780211067650000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1780211051742000000,1780211067650000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1780211051742000000,1780211067650000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1780211051742000000,1780211067650000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1780211051742000000,1780211067650000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1780211051742000000,1780211067650000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1780211051742000000,1780211067650000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1780211051742000000,1780211067650000000,0
workspaceModel.global.apply.state.to.project.ms,1780211051742000000,1780211067650000000,0
workspaceModel.do.save.caches.ms,1780211051742000000,1780211067650000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1780211051742000000,1780211067650000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1780211051742000000,1780211067650000000,0
jps.save.global.entities.ms,1780211051742000000,1780211067650000000,41
workspaceModel.global.updates.ms,1780211051742000000,1780211067650000000,3
workspaceModel.load.cache.from.file.ms,1780211051742000000,1780211067650000000,52
workspaceModel.mutableEntityStorage.remove.entity.ms,1780211051742000000,1780211067650000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1780211051742000000,1780211067650000000,0
workspaceModel.load.cache.metadata.from.file.ms,1780211051742000000,1780211067650000000,4
workspaceModel.mutableEntityStorage.instances.count,1780211051742000000,1780211067650000000,6
workspaceModel.moduleManagerBridge.build.module.graph.ms,1780211051742000000,1780211067650000000,0
jps.global.get.library.ms,1780211051742000000,1780211067650000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1780211051742000000,1780211067650000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1780211051742000000,1780211067650000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1780211051742000000,1780211067650000000,0
jps.global.initialize.library.bridges.after.loading.ms,1780211051742000000,1780211067650000000,10
workspaceModel.save.cache.to.file.ms,1780211051742000000,1780211067650000000,16
jps.library.entities.serializer.save.entities.ms,1780211051742000000,1780211067650000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1780211051742000000,1780211067650000000,3
workspaceModel.mutableEntityStorage.referrers.ms,1780211051742000000,1780211067650000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1780211051742000000,1780211067650000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1780211051742000000,1780211067650000000,0
jps.load.initial.state.ms,1780211051742000000,1780211067650000000,25
jps.app.storage.content.writer.save.component.ms,1780211051742000000,1780211067650000000,29
jps.global.initialize.library.bridges.ms,1780211051742000000,1780211067650000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1780211051742000000,1780211067650000000,1
workspaceModel.mutableEntityStorage.add.entity.ms,1780211051742000000,1780211067650000000,3
jps.app.storage.content.reader.load.component.ms,1780211051742000000,1780211067650000000,2
jps.global.handle.before.change.events.ms,1780211051742000000,1780211067650000000,0
Indexing.writesQueuedMax,1780211051742000000,1780211067650000000,0
Indexes.allKeys.lookupDuration90PMs,1780211051742000000,1780211067650000000,0.0
Indexes.stubs.lookups,1780211051742000000,1780211067650000000,0
Indexing.writesQueuedAvg,1780211051742000000,1780211067650000000,0.0
Indexes.stubs.lookupDurationAvgMs,1780211051742000000,1780211067650000000,0.0
Indexes.allKeys.lookups,1780211051742000000,1780211067650000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1780211051742000000,1780211067650000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1780211051742000000,1780211067650000000,0
Indexes.allKeys.lookupDurationMaxMs,1780211051742000000,1780211067650000000,0.0
Indexing.cache.totalCacheEvicted,1780211051742000000,1780211067650000000,0
Indexing.cache.totalCacheMisses,1780211051742000000,1780211067650000000,0
Indexes.stubs.lookupDuration90PMs,1780211051742000000,1780211067650000000,0.0
Indexing.totalTimeIndexersSleptMs,1780211051742000000,1780211067650000000,0
Indexing.writesQueuedMin,1780211051742000000,1780211067650000000,0
Indexes.stubs.lookupDurationMaxMs,1780211051742000000,1780211067650000000,0.0
Indexes.entries.lookupDuration90PMs,1780211051742000000,1780211067650000000,2.0
Indexing.writer_2.totalTimeSpentWritingMs,1780211051742000000,1780211067650000000,0
Indexes.allKeys.lookupDurationAvgMs,1780211051742000000,1780211067650000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1780211051742000000,1780211067650000000,0
Indexes.entries.lookups,1780211051742000000,1780211067650000000,1
Indexes.entries.lookupDurationAvgMs,1780211051742000000,1780211067650000000,2.0
Indexing.cache.totalCacheAccesses,1780211051742000000,1780211067650000000,0
Indexes.entries.lookupDurationMaxMs,1780211051742000000,1780211067650000000,2.0
workspaceModel.update.unloaded.entities.ms,1780211051742000000,1780211067650000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1780211051742000000,1780211067650000000,0
workspaceModel.collect.changes.ms,1780211051742000000,1780211067650000000,0
workspaceModel.cachedValue.total.get.count,1780211051742000000,1780211067650000000,18
workspaceModel.cachedValue.clear.count,1780211051742000000,1780211067650000000,0
workspaceModel.on.changed.ms,1780211051742000000,1780211067650000000,0
workspaceModel.check.recursive.update.ms,1780211051742000000,1780211067650000000,0
workspaceModel.cachedValue.from.cache.count,1780211051742000000,1780211067650000000,16
workspaceModel.updates.precise.ms,1780211051742000000,1780211067650000000,0
workspaceModel.full.replace.project.model.ms,1780211051742000000,1780211067650000000,0
workspaceModel.cachedValueWithParameters.clear.count,1780211051742000000,1780211067650000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1780211051742000000,1780211067650000000,5
workspaceModel.to.snapshot.ms,1780211051742000000,1780211067650000000,0
workspaceModel.cachedValue.calculated.count,1780211051742000000,1780211067650000000,2
workspaceModel.replace.project.model.ms,1780211051742000000,1780211067650000000,0
workspaceModel.on.before.changed.ms,1780211051742000000,1780211067650000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1780211051742000000,1780211067650000000,0
workspaceModel.init.bridges.ms,1780211051742000000,1780211067650000000,0
workspaceModel.updates.ms,1780211051742000000,1780211067650000000,0
workspaceModel.pre.handlers.ms,1780211051742000000,1780211067650000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1780211051742000000,1780211067650000000,0
workspaceModel.initializing.ms,1780211051742000000,1780211067650000000,0
workspaceModel.updates.count,1780211051742000000,1780211067650000000,0
workspaceModel.loading.total.ms,1780211051742000000,1780211067650000000,26
workspaceModel.loading.from.cache.ms,1780211051742000000,1780211067650000000,23
FilePageCache.uncachedFileAccess,1780211051742000000,1780211067650000000,232
DirectByteBufferAllocator.disposed,1780211051742000000,1780211067650000000,345
FilePageCache.pageFastCacheHits,1780211051742000000,1780211067650000000,7719
StorageLockContext.competingThreads.avg,1780211051742000000,1780211067650000000,0.0
DirectByteBufferAllocator.reclaimed,1780211051742000000,1780211067650000000,43
FilePageCache.totalPageLoadsUs,1780211051742000000,1780211067650000000,110523
DirectByteBufferAllocator.hits,1780211051742000000,1780211067650000000,3
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1780211051742000000,1780211067650000000,41943040
FilePageCache.maxCacheSizeInBytes,1780211051742000000,1780211067650000000,403701760
StorageLockContext.competingThreads.max,1780211051742000000,1780211067650000000,0
FilePageCache.pageHits,1780211051742000000,1780211067650000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1780211051742000000,1780211067650000000,41943040
FilePageCache.capacityInBytes,1780211051742000000,1780211067650000000,629145600
FilePageCache.pageLoadsAboveSizeThreshold,1780211051742000000,1780211067650000000,0
StorageLockContext.competingThreads.90P,1780211051742000000,1780211067650000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1780211051742000000,1780211067650000000,0
FilePageCache.pageLoads,1780211051742000000,1780211067650000000,388
FilePageCache.disposedBuffers,1780211051742000000,1780211067650000000,388
FilePageCache.totalPageDisposalsUs,1780211051742000000,1780211067650000000,1316
FilePageCache.maxRegisteredFiles,1780211051742000000,1780211067650000000,1078
DirectByteBufferAllocator.misses,1780211051742000000,1780211067650000000,385
