# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
cacheStateStorage.get.duration,1780224583474000000,1780224601413000000,9
cacheStateStorage.set.duration,1780224583474000000,1780224601413000000,9
cacheStateStorage.set.counter,1780224583474000000,1780224601413000000,8
cacheStateStorage.get.counter,1780224583474000000,1780224601413000000,10
workspaceModel.updates.count,1780224583474000000,1780224601413000000,0
workspaceModel.cachedValue.total.get.count,1780224583474000000,1780224601413000000,18
workspaceModel.cachedValue.from.cache.count,1780224583474000000,1780224601413000000,16
workspaceModel.pre.handlers.ms,1780224583474000000,1780224601413000000,0
workspaceModel.replace.project.model.ms,1780224583474000000,1780224601413000000,0
workspaceModel.update.unloaded.entities.ms,1780224583474000000,1780224601413000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1780224583474000000,1780224601413000000,5
workspaceModel.on.before.changed.ms,1780224583474000000,1780224601413000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1780224583474000000,1780224601413000000,0
workspaceModel.on.changed.ms,1780224583474000000,1780224601413000000,0
workspaceModel.initializing.ms,1780224583474000000,1780224601413000000,0
workspaceModel.updates.precise.ms,1780224583474000000,1780224601413000000,0
workspaceModel.collect.changes.ms,1780224583474000000,1780224601413000000,0
workspaceModel.loading.total.ms,1780224583474000000,1780224601413000000,36
workspaceModel.updates.ms,1780224583474000000,1780224601413000000,0
workspaceModel.cachedValue.calculated.count,1780224583474000000,1780224601413000000,2
workspaceModel.full.replace.project.model.ms,1780224583474000000,1780224601413000000,0
workspaceModel.cachedValueWithParameters.clear.count,1780224583474000000,1780224601413000000,0
workspaceModel.check.recursive.update.ms,1780224583474000000,1780224601413000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1780224583474000000,1780224601413000000,0
workspaceModel.to.snapshot.ms,1780224583474000000,1780224601413000000,0
workspaceModel.init.bridges.ms,1780224583474000000,1780224601413000000,0
workspaceModel.cachedValue.clear.count,1780224583474000000,1780224601413000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1780224583474000000,1780224601413000000,0
workspaceModel.loading.from.cache.ms,1780224583474000000,1780224601413000000,31
Indexing.writesQueuedMin,1780224583474000000,1780224601413000000,0
