# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.global.updates.ms,1780157173043000000,1780157190736000000,5
jps.load.initial.state.ms,1780157173043000000,1780157190736000000,12
jps.app.storage.content.writer.save.component.ms,1780157173043000000,1780157190736000000,28
workspaceModel.load.cache.metadata.from.file.ms,1780157173043000000,1780157190736000000,3
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1780157173043000000,1780157190736000000,0
workspaceModel.save.cache.to.file.ms,1780157173043000000,1780157190736000000,16
workspaceModel.mutableEntityStorage.has.same.entities.ms,1780157173043000000,1780157190736000000,0
jps.save.global.entities.ms,1780157173043000000,1780157190736000000,40
workspaceModel.global.updates.count,1780157173043000000,1780157190736000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1780157173043000000,1780157190736000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1780157173043000000,1780157190736000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1780157173043000000,1780157190736000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1780157173043000000,1780157190736000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1780157173043000000,1780157190736000000,5
workspaceModel.mutableEntityStorage.entities.by.source.ms,1780157173043000000,1780157190736000000,0
workspaceModel.load.cache.from.file.ms,1780157173043000000,1780157190736000000,51
workspaceModel.mutableEntityStorage.put.entity.ms,1780157173043000000,1780157190736000000,2
workspaceModel.sync.entities.ms,1780157173043000000,1780157190736000000,0
jps.global.handle.before.change.events.ms,1780157173043000000,1780157190736000000,0
jps.global.initialize.library.bridges.ms,1780157173043000000,1780157190736000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1780157173043000000,1780157190736000000,0
workspaceModel.do.save.caches.ms,1780157173043000000,1780157190736000000,0
jps.global.get.libraries.ms,1780157173043000000,1780157190736000000,70
jps.library.entities.serializer.load.entities.ms,1780157173043000000,1780157190736000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1780157173043000000,1780157190736000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1780157173043000000,1780157190736000000,0
jps.library.entities.serializer.save.entities.ms,1780157173043000000,1780157190736000000,0
jps.global.handle.changed.events.ms,1780157173043000000,1780157190736000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1780157173043000000,1780157190736000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1780157173043000000,1780157190736000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1780157173043000000,1780157190736000000,0
jps.app.storage.content.reader.load.component.ms,1780157173043000000,1780157190736000000,3
workspaceModel.global.apply.state.to.project.ms,1780157173043000000,1780157190736000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1780157173043000000,1780157190736000000,0
jps.global.initialize.library.bridges.after.loading.ms,1780157173043000000,1780157190736000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1780157173043000000,1780157190736000000,0
