# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DiskQueryRelay.tasksRequested,1780195269777000000,1780195284094000000,116
writeAction.median.wait.ms,1780195269777000000,1780195284094000000,0
parser.VTL.time.ns,1780195269777000000,1780195284094000000,2249249
DiskQueryRelay.taskExecutionTotalTimeUs,1780195269777000000,1780195284094000000,4161
writeAction.count,1780195269777000000,1780195284094000000,14
DiskQueryRelay.tasksExecuted,1780195269777000000,1780195284094000000,116
DiskQueryRelay.taskWaitingTotalTimeUs,1780195269777000000,1780195284094000000,15207
lexer.VTL.time.ns,1780195269777000000,1780195284094000000,532459
writeAction.max.wait.ms,1780195269777000000,1780195284094000000,26
writeAction.wait.ms,1780195269777000000,1780195284094000000,28
parser.VTL.size.bytes,1780195269777000000,1780195284094000000,134
lexer.HTML.time.ns,1780195269777000000,1780195284094000000,102459
parser.HTML.size.bytes,1780195269777000000,1780195284094000000,1
lexer.VTL.size.bytes,1780195269777000000,1780195284094000000,134
parser.HTML.time.ns,1780195269777000000,1780195284094000000,1018416
lexer.HTML.size.bytes,1780195269777000000,1780195284094000000,1
workspaceModel.cachedValueWithParameters.calculated.count,1780195269777000000,1780195284094000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1780195269777000000,1780195284094000000,5
workspaceModel.pre.handlers.ms,1780195269777000000,1780195284094000000,0
workspaceModel.cachedValue.clear.count,1780195269777000000,1780195284094000000,0
workspaceModel.replace.project.model.ms,1780195269777000000,1780195284094000000,0
workspaceModel.loading.total.ms,1780195269777000000,1780195284094000000,45
workspaceModel.loading.from.cache.ms,1780195269777000000,1780195284094000000,42
workspaceModel.cachedValue.total.get.count,1780195269777000000,1780195284094000000,18
workspaceModel.cachedValue.calculated.count,1780195269777000000,1780195284094000000,2
workspaceModel.cachedValueWithParameters.from.cache.count,1780195269777000000,1780195284094000000,0
workspaceModel.cachedValue.from.cache.count,1780195269777000000,1780195284094000000,16
workspaceModel.init.bridges.ms,1780195269777000000,1780195284094000000,0
workspaceModel.check.recursive.update.ms,1780195269777000000,1780195284094000000,0
workspaceModel.updates.ms,1780195269777000000,1780195284094000000,0
workspaceModel.collect.changes.ms,1780195269777000000,1780195284094000000,0
workspaceModel.updates.precise.ms,1780195269777000000,1780195284094000000,0
workspaceModel.initializing.ms,1780195269777000000,1780195284094000000,0
workspaceModel.updates.count,1780195269777000000,1780195284094000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1780195269777000000,1780195284094000000,0
workspaceModel.full.replace.project.model.ms,1780195269777000000,1780195284094000000,0
workspaceModel.to.snapshot.ms,1780195269777000000,1780195284094000000,0
workspaceModel.cachedValueWithParameters.clear.count,1780195269777000000,1780195284094000000,0
workspaceModel.on.before.changed.ms,1780195269777000000,1780195284094000000,0
workspaceModel.update.unloaded.entities.ms,1780195269777000000,1780195284094000000,0
workspaceModel.on.changed.ms,1780195269777000000,1780195284094000000,0
FilePageCache.totalPageDisposalsUs,1780195269777000000,1780195284094000000,1275
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1780195269777000000,1780195284094000000,41943040
FilePageCache.uncachedFileAccess,1780195269777000000,1780195284094000000,232
StorageLockContext.competingThreads.max,1780195269777000000,1780195284094000000,0
FilePageCache.pageFastCacheHits,1780195269777000000,1780195284094000000,7720
StorageLockContext.competingThreads.avg,1780195269777000000,1780195284094000000,0.0
FilePageCache.maxCacheSizeInBytes,1780195269777000000,1780195284094000000,403701760
DirectByteBufferAllocator.misses,1780195269777000000,1780195284094000000,385
FilePageCache.capacityInBytes,1780195269777000000,1780195284094000000,629145600
FilePageCache.totalPageLoadsUs,1780195269777000000,1780195284094000000,88971
DirectByteBufferAllocator.disposed,1780195269777000000,1780195284094000000,345
FilePageCache.pageHits,1780195269777000000,1780195284094000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1780195269777000000,1780195284094000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1780195269777000000,1780195284094000000,0
FilePageCache.pageLoads,1780195269777000000,1780195284094000000,388
StorageLockContext.competingThreads.90P,1780195269777000000,1780195284094000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1780195269777000000,1780195284094000000,41943040
FilePageCache.maxRegisteredFiles,1780195269777000000,1780195284094000000,1078
DirectByteBufferAllocator.reclaimed,1780195269777000000,1780195284094000000,43
DirectByteBufferAllocator.hits,1780195269777000000,1780195284094000000,3
FilePageCache.disposedBuffers,1780195269777000000,1780195284094000000,388
workspaceModel.mutableEntityStorage.instances.count,1780195269777000000,1780195284094000000,6
workspaceModel.mutableEntityStorage.entities.ms,1780195269777000000,1780195284094000000,0
workspaceModel.global.apply.state.to.project.ms,1780195269777000000,1780195284094000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1780195269777000000,1780195284094000000,0
jps.global.initialize.library.bridges.after.loading.ms,1780195269777000000,1780195284094000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1780195269777000000,1780195284094000000,0
