# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
cacheStateStorage.get.duration,1780224785949000000,1780224801841000000,8
cacheStateStorage.set.counter,1780224785949000000,1780224801841000000,8
cacheStateStorage.set.duration,1780224785949000000,1780224801841000000,10
cacheStateStorage.get.counter,1780224785949000000,1780224801841000000,10
workspaceModel.entityStorageSnapshotImpl.instances.count,1780224785949000000,1780224801841000000,5
workspaceModel.updates.ms,1780224785949000000,1780224801841000000,0
workspaceModel.cachedValue.total.get.count,1780224785949000000,1780224801841000000,18
workspaceModel.full.replace.project.model.ms,1780224785949000000,1780224801841000000,0
workspaceModel.init.bridges.ms,1780224785949000000,1780224801841000000,0
workspaceModel.update.unloaded.entities.ms,1780224785949000000,1780224801841000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1780224785949000000,1780224801841000000,0
workspaceModel.check.recursive.update.ms,1780224785949000000,1780224801841000000,0
workspaceModel.cachedValue.from.cache.count,1780224785949000000,1780224801841000000,16
workspaceModel.cachedValueWithParameters.clear.count,1780224785949000000,1780224801841000000,0
workspaceModel.collect.changes.ms,1780224785949000000,1780224801841000000,0
workspaceModel.cachedValue.clear.count,1780224785949000000,1780224801841000000,0
workspaceModel.to.snapshot.ms,1780224785949000000,1780224801841000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1780224785949000000,1780224801841000000,0
workspaceModel.on.changed.ms,1780224785949000000,1780224801841000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1780224785949000000,1780224801841000000,0
workspaceModel.on.before.changed.ms,1780224785949000000,1780224801841000000,0
workspaceModel.replace.project.model.ms,1780224785949000000,1780224801841000000,0
workspaceModel.loading.from.cache.ms,1780224785949000000,1780224801841000000,24
workspaceModel.cachedValue.calculated.count,1780224785949000000,1780224801841000000,2
workspaceModel.updates.precise.ms,1780224785949000000,1780224801841000000,0
workspaceModel.updates.count,1780224785949000000,1780224801841000000,0
workspaceModel.loading.total.ms,1780224785949000000,1780224801841000000,28
workspaceModel.pre.handlers.ms,1780224785949000000,1780224801841000000,0
workspaceModel.initializing.ms,1780224785949000000,1780224801841000000,0
NonBlockingReadAction.failedExecutionTimeUs,1780224785949000000,1780224801841000000,0
NonBlockingReadAction.finalizedExecutionsCount,1780224785949000000,1780224801841000000,13
NonBlockingReadAction.finalizedExecutionTimeUs,1780224785949000000,1780224801841000000,174153
NonBlockingReadAction.failedExecutionsCount,1780224785949000000,1780224801841000000,0
AWTEventQueue.dispatchTimeTotalNS,1780224785949000000,1780224801841000000,1947052081
Indexing.writesQueuedMin,1780224785949000000,1780224801841000000,9223372036854775807
Indexes.allKeys.lookupDurationAvgMs,1780224785949000000,1780224801841000000,0.0
Indexes.stubs.lookupDurationMaxMs,1780224785949000000,1780224801841000000,0.0
Indexes.entries.lookups,1780224785949000000,1780224801841000000,1
Indexing.writer_0.totalTimeSpentWritingMs,1780224785949000000,1780224801841000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1780224785949000000,1780224801841000000,0
Indexes.stubs.lookupDurationAvgMs,1780224785949000000,1780224801841000000,0.0
Indexing.cache.totalCacheAccesses,1780224785949000000,1780224801841000000,0
Indexing.totalTimeIndexersSleptMs,1780224785949000000,1780224801841000000,0
Indexes.stubs.lookupDuration90PMs,1780224785949000000,1780224801841000000,0.0
Indexes.stubs.lookups,1780224785949000000,1780224801841000000,0
Indexing.cache.totalCacheMisses,1780224785949000000,1780224801841000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1780224785949000000,1780224801841000000,0
Indexes.allKeys.lookupDuration90PMs,1780224785949000000,1780224801841000000,0.0
Indexes.allKeys.lookups,1780224785949000000,1780224801841000000,0
Indexing.writesQueuedMax,1780224785949000000,1780224801841000000,0
Indexes.allKeys.lookupDurationMaxMs,1780224785949000000,1780224801841000000,0.0
Indexing.cache.totalCacheEvicted,1780224785949000000,1780224801841000000,0
Indexes.entries.lookupDuration90PMs,1780224785949000000,1780224801841000000,0.0
