# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.totalPageLoadsUs,1780192949609000000,1780192965056000000,137750
FilePageCache.capacityInBytes,1780192949609000000,1780192965056000000,629145600
FilePageCache.pageLoads,1780192949609000000,1780192965056000000,388
DirectByteBufferAllocator.reclaimed,1780192949609000000,1780192965056000000,43
StorageLockContext.competingThreads.90P,1780192949609000000,1780192965056000000,0
FilePageCache.maxRegisteredFiles,1780192949609000000,1780192965056000000,1078
FilePageCache.pageHits,1780192949609000000,1780192965056000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1780192949609000000,1780192965056000000,0
FilePageCache.pageFastCacheHits,1780192949609000000,1780192965056000000,7720
StorageLockContext.competingThreads.max,1780192949609000000,1780192965056000000,0
FilePageCache.totalPageDisposalsUs,1780192949609000000,1780192965056000000,1170
FilePageCache.disposedBuffers,1780192949609000000,1780192965056000000,388
FilePageCache.pageLoadsAboveSizeThreshold,1780192949609000000,1780192965056000000,0
DirectByteBufferAllocator.disposed,1780192949609000000,1780192965056000000,345
FilePageCache.maxCacheSizeInBytes,1780192949609000000,1780192965056000000,403701760
FilePageCache.uncachedFileAccess,1780192949609000000,1780192965056000000,232
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1780192949609000000,1780192965056000000,41943040
DirectByteBufferAllocator.misses,1780192949609000000,1780192965056000000,385
StorageLockContext.competingThreads.avg,1780192949609000000,1780192965056000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1780192949609000000,1780192965056000000,41943040
DirectByteBufferAllocator.hits,1780192949609000000,1780192965056000000,3
Indexing.totalTimeIndexersSleptMs,1780192949609000000,1780192965056000000,0
Indexing.writesQueuedMax,1780192949609000000,1780192965056000000,0
Indexes.stubs.lookupDuration90PMs,1780192949609000000,1780192965056000000,0.0
Indexes.entries.lookupDuration90PMs,1780192949609000000,1780192965056000000,0.0
Indexes.stubs.lookupDurationMaxMs,1780192949609000000,1780192965056000000,0.0
Indexes.entries.lookups,1780192949609000000,1780192965056000000,1
Indexes.allKeys.lookups,1780192949609000000,1780192965056000000,0
Indexes.allKeys.lookupDurationAvgMs,1780192949609000000,1780192965056000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1780192949609000000,1780192965056000000,0
Indexes.stubs.lookupDurationAvgMs,1780192949609000000,1780192965056000000,0.0
Indexes.entries.lookupDurationMaxMs,1780192949609000000,1780192965056000000,0.0
Indexing.cache.totalCacheMisses,1780192949609000000,1780192965056000000,0
Indexing.writesQueuedMin,1780192949609000000,1780192965056000000,9223372036854775807
Indexing.writer_1.totalTimeSpentWritingMs,1780192949609000000,1780192965056000000,0
Indexes.allKeys.lookupDurationMaxMs,1780192949609000000,1780192965056000000,0.0
Indexes.stubs.lookups,1780192949609000000,1780192965056000000,0
Indexes.entries.lookupDurationAvgMs,1780192949609000000,1780192965056000000,0.0
Indexes.allKeys.lookupDuration90PMs,1780192949609000000,1780192965056000000,0.0
Indexing.cache.totalCacheEvicted,1780192949609000000,1780192965056000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1780192949609000000,1780192965056000000,0
Indexing.cache.totalCacheAccesses,1780192949609000000,1780192965056000000,0
