# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.entities.by.source.ms,1780224720976000000,1780224737035000000,0
jps.global.get.library.by.name.ms,1780224720976000000,1780224737035000000,0
jps.global.initialize.library.bridges.after.loading.ms,1780224720976000000,1780224737035000000,0
workspaceModel.global.updates.ms,1780224720976000000,1780224737035000000,4
jps.global.handle.changed.events.ms,1780224720976000000,1780224737035000000,0
workspaceModel.do.save.caches.ms,1780224720976000000,1780224737035000000,0
jps.global.initialize.library.bridges.ms,1780224720976000000,1780224737035000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1780224720976000000,1780224737035000000,0
jps.app.storage.content.reader.load.component.ms,1780224720976000000,1780224737035000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1780224720976000000,1780224737035000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1780224720976000000,1780224737035000000,0
workspaceModel.mutableEntityStorage.entities.ms,1780224720976000000,1780224737035000000,0
workspaceModel.global.apply.state.to.project.ms,1780224720976000000,1780224737035000000,0
jps.save.global.entities.ms,1780224720976000000,1780224737035000000,41
workspaceModel.mutableEntityStorage.resolve.ms,1780224720976000000,1780224737035000000,0
workspaceModel.mutableEntityStorage.instances.count,1780224720976000000,1780224737035000000,6
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1780224720976000000,1780224737035000000,0
jps.library.entities.serializer.save.entities.ms,1780224720976000000,1780224737035000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1780224720976000000,1780224737035000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1780224720976000000,1780224737035000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1780224720976000000,1780224737035000000,0
jps.global.get.library.ms,1780224720976000000,1780224737035000000,0
workspaceModel.sync.entities.ms,1780224720976000000,1780224737035000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1780224720976000000,1780224737035000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1780224720976000000,1780224737035000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1780224720976000000,1780224737035000000,4
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1780224720976000000,1780224737035000000,0
jps.app.storage.content.writer.save.component.ms,1780224720976000000,1780224737035000000,29
