# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
cacheStateStorage.set.duration,1780188744550000000,1780188762400000000,9
cacheStateStorage.get.counter,1780188744550000000,1780188762400000000,10
cacheStateStorage.get.duration,1780188744550000000,1780188762400000000,10
cacheStateStorage.set.counter,1780188744550000000,1780188762400000000,8
workspaceModel.cachedValueWithParameters.calculated.count,1780188744550000000,1780188762400000000,0
workspaceModel.cachedValue.calculated.count,1780188744550000000,1780188762400000000,2
workspaceModel.updates.count,1780188744550000000,1780188762400000000,0
workspaceModel.loading.from.cache.ms,1780188744550000000,1780188762400000000,31
workspaceModel.entityStorageSnapshotImpl.instances.count,1780188744550000000,1780188762400000000,5
workspaceModel.replace.project.model.ms,1780188744550000000,1780188762400000000,0
workspaceModel.updates.ms,1780188744550000000,1780188762400000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1780188744550000000,1780188762400000000,0
workspaceModel.on.changed.ms,1780188744550000000,1780188762400000000,0
workspaceModel.init.bridges.ms,1780188744550000000,1780188762400000000,0
workspaceModel.cachedValue.clear.count,1780188744550000000,1780188762400000000,0
workspaceModel.cachedValue.from.cache.count,1780188744550000000,1780188762400000000,16
workspaceModel.updates.precise.ms,1780188744550000000,1780188762400000000,0
workspaceModel.update.unloaded.entities.ms,1780188744550000000,1780188762400000000,0
workspaceModel.on.before.changed.ms,1780188744550000000,1780188762400000000,0
workspaceModel.collect.changes.ms,1780188744550000000,1780188762400000000,0
workspaceModel.loading.total.ms,1780188744550000000,1780188762400000000,36
workspaceModel.cachedValueWithParameters.clear.count,1780188744550000000,1780188762400000000,0
workspaceModel.cachedValue.total.get.count,1780188744550000000,1780188762400000000,18
workspaceModel.cachedValueWithParameters.total.get.count,1780188744550000000,1780188762400000000,0
workspaceModel.check.recursive.update.ms,1780188744550000000,1780188762400000000,0
workspaceModel.to.snapshot.ms,1780188744550000000,1780188762400000000,0
workspaceModel.initializing.ms,1780188744550000000,1780188762400000000,0
workspaceModel.full.replace.project.model.ms,1780188744550000000,1780188762400000000,0
workspaceModel.pre.handlers.ms,1780188744550000000,1780188762400000000,0
workspaceModel.mutableEntityStorage.instances.count,1780188744550000000,1780188762400000000,6
workspaceModel.moduleManagerBridge.newModule.ms,1780188744550000000,1780188762400000000,0
workspaceModel.do.save.caches.ms,1780188744550000000,1780188762400000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1780188744550000000,1780188762400000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1780188744550000000,1780188762400000000,0
workspaceModel.save.cache.to.file.ms,1780188744550000000,1780188762400000000,18
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1780188744550000000,1780188762400000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1780188744550000000,1780188762400000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1780188744550000000,1780188762400000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1780188744550000000,1780188762400000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1780188744550000000,1780188762400000000,0
